0010;0020;0021;0030;0040;0045;0050;0053;0055;0057;0060;0070;0080;0090;0100;0110;0120;0130;0140;0150;0160;0170;0175;0180;0190
809;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);352500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);88483,77;18,96;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
810;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820260590;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,11;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
811;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);356400000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);113472,04;36,84;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
812;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820267450;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,74;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
813;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);353500000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);24330,72;5,45;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
814;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820268980;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,71;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
815;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304880071650;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,01;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
816;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820270990;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,63;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
817;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);355000000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);64512,23;12,16;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
818;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820272510;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,27;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
819;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);358000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);119479,73;6,36;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
820;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820272570;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);10,15;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
821;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);356000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);105650,16;41,27;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
822;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820272590;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);8,14;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
823;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);365700000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);76586,34;48;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
824;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820272600;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);3,55;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
825;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);357000000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);96991,91;23,08;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
826;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820273560;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,75;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
827;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);359000000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);32173,99;52,98;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
828;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820273750;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,29;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
829;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);357600000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);52078,04;82,98;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
830;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820274160;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,59;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
831;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);386000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);135326,8;24,22;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
832;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820275080;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,87;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
833;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304880071770;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,03;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
834;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820276890;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,52;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
835;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);588804815175670;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,44;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
836;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820277500;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,04;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
837;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);023500000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);86706,06;17,1;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
838;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820280090;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,98;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
839;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);359000000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);51608,32;-5,28;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
840;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820282740;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);22,42;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
841;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304888017860;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,01;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
842;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820283590;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);5,72;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
843;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);023400000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);336618,46;14,28;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
844;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);962304820286550;Banco Santander Brasil S.A.;6511000505;Type of identifier, other than LEI or MFI code;Sister;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);10040,08;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
845;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);362304820767670;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);52,5;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
846;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304840052400;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);3,07;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
847;r0390 - Non-financial liabilities;c005x   - Other financial corporations;Rank 9 - Ranking in insolvency (master scale);227837360000000;Totta Ireland, PLC;8041492238;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);20955,81;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
848;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);862304880030720;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,33;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
849;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);362304820798420;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);93,33;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
850;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304888017770;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);21,88;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
851;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);366000000000000;HIPOTOTTA 5 PLC;7400987939;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);108596,58;72,31;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
852;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);028000000000000;GAMMA SOC TITULARIZACAO CREDITOS, SA;2101355138;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);29384,41;25,11;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
853;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);162304888017860;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);1,64;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
854;r0390 - Non-financial liabilities;c004x   - Institutions;Rank 9 - Ranking in insolvency (master scale);399904811425540;BANCO SANTANDER SA;5493006QMFDDMYWIAM13;LEI code;Parent;false;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);0,04;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
855;r0120 - Secured liabilities - collateralized part (BRRD art. 44/2/b);c005x   - Other financial corporations;Rank 20 - Ranking in insolvency (master scale);023500000000000;HIPOTOTTA Nº 4 PLC;7400615058;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);963338,93;304,22;Euro;2021-12-31;2022-01-03;2065-12-14;Secured;0;N/A;Non-structured/Vanilla;0;No;0
856;r0390 - Non-financial liabilities;c005x   - Other financial corporations;Rank 9 - Ranking in insolvency (master scale);224419050000000;Totta Ireland, PLC;8041492238;Type of identifier, other than LEI or MFI code;Sister;true;PORTUGAL;Not applicable (Contractual recognition of bail-in powers);433795,92;0;Euro;2021-12-31;2022-01-03;2099-01-31;Unsecured;0;N/A;Structured;0;No;0
